Date,Close,High,Low,Open,Volume
,BND,BND,BND,BND,BND
2020-01-02,71.55591583251953,71.67521777841277,71.52182863348311,71.56443925764574,5511000
2020-01-03,71.81153869628906,71.82858554146699,71.6666730196091,71.73484739738785,5368300
2020-01-06,71.72631072998047,71.84561261833,71.67518320682075,71.83709569878025,3710400
2020-01-07,71.66667175292969,71.75188647291372,71.64110798708111,71.75188647291372,3029900
2020-01-08,71.55591583251953,71.75190910014338,71.4962648595729,71.69225812719677,3674400
2020-01-09,71.64110565185547,71.66666941687076,71.46215279528225,71.50476340461852,5886600
2020-01-10,71.76040649414062,71.78597025877755,71.66666835616115,71.7178023869011,4525700
2020-01-13,71.71781158447266,71.73485192926061,71.66667754717494,71.73485192926061,3735700
2020-01-14,71.82009887695312,71.82862230390445,71.73488411184938,71.7519244642822,3492300
2020-01-15,71.93085479736328,71.93085479736328,71.84563356529667,71.92233137386319,2594300
2020-01-16,71.88822174072266,71.94787268366835,71.84561113799067,71.8967451615621,4784100
2020-01-17,71.87974548339844,71.88826890983047,71.7945307234864,71.81157107488104,3090600
2020-01-21,72.05865478515625,72.08421854749945,71.9393528932443,71.99900383920028,2910600
2020-01-22,72.1183090209961,72.1183090209961,72.05865807231898,72.08422183582834,4192100
2020-01-23,72.24615478515625,72.28876540404089,72.19502724366879,72.24615478515625,3104800
2020-01-24,72.35694885253906,72.43364017437177,72.26321068043123,72.28877445437546,4548400
2020-01-27,72.5955581665039,72.60407509080912,72.5188603374745,72.57851131495562,3208600
2020-01-28,72.46772003173828,72.55293477007544,72.41659248902954,72.5444113458014,3993400
2020-01-29,72.67224884033203,72.7148594673505,72.55294688644298,72.5785106620665,4177500
2020-01-30,72.68927001953125,72.81708885250619,72.62961906365408,72.74039755272122,4795700
2020-01-31,72.87675476074219,72.92788880589008,72.7574528245103,72.77449967338222,6264000
2020-02-03,72.81104278564453,72.84520309879198,72.66585982591447,72.77688247249708,6030800
2020-02-04,72.58895874023438,72.62311903207892,72.52063815654529,72.61457733026542,4180900
2020-02-05,72.46939086914062,72.537711443301,72.44377228268263,72.49500945559863,3537200
2020-02-06,72.53768920898438,72.55476608958577,72.4608269577617,72.512070630379,3435700
2020-02-07,72.7597427368164,72.78536783840143,72.6828869782868,72.73412415063987,4169700
2020-02-10,72.87080383300781,72.92204103245615,72.81956011814754,72.8878807276866,2785500
2020-02-11,72.75120544433594,72.86222148635466,72.74266374405502,72.83660290092021,3799400
2020-02-12,72.66578674316406,72.69994702195523,72.63163297977988,72.6743284417136,4127500
2020-02-13,72.734130859375,72.7853745518631,72.6743519809798,72.7085122708355,2852500
2020-02-14,72.81104278564453,72.8793568965259,72.80250107850428,72.86227999765894,3069000
2020-02-18,72.92202758789062,72.9903481848335,72.8622486944183,72.95618788636206,3645200
2020-02-19,72.91348266601562,72.95618466607273,72.86224547827545,72.89640577523906,3109600
2020-02-20,73.09281158447266,73.09281158447266,72.97325381548858,72.99887892205066,8404000
2020-02-21,73.27214050292969,73.3831565481353,73.21236163006381,73.2379802162337,6561500
2020-02-24,73.50274658203125,73.60522748713687,73.49420487775294,73.58814407858026,6314500
2020-02-25,73.56245422363281,73.65639333346441,73.50267538241316,73.51975225901661,7928900
2020-02-26,73.51982879638672,73.69063031725835,73.44297299855336,73.511293606902,8015900
2020-02-27,73.6052017211914,73.7674549532134,73.54542284299191,73.6649805993909,9514600
2020-02-28,74.09197235107422,74.18591151635884,73.78453626748981,73.88701061841202,16377200
2020-03-02,74.04320526123047,74.36837317912357,74.01753548422366,74.29135731967558,10154400
2020-03-03,74.48814392089844,74.89031450152989,74.05173827825976,74.07740804633994,9323900
2020-03-04,74.4710464477539,74.78765557234304,74.44537667275989,74.66785893675299,7445600
2020-03-05,74.75343322753906,74.87322987306176,74.68497613626108,74.77054423614479,5385000
2020-03-06,75.26683044433594,75.52354121132622,75.01012620577167,75.48075390735251,10176200
2020-03-09,75.10427856445312,76.43060721236664,75.0614977706542,76.37926764843641,12445600
2020-03-10,74.09455108642578,75.0358198458593,74.09455108642578,74.82189631479314,14177600
2020-03-11,72.69121551513672,74.65075590431272,72.62276494466309,74.2571373782692,10511600
2020-03-12,68.7378921508789,72.63985422290907,65.45202419935904,71.43332922576346,16986900
2020-03-13,71.63867950439453,72.26333226600744,69.73903839557444,69.90162229197301,14137500
2020-03-16,72.39173889160156,72.43452621940207,68.03625789281051,69.58506253843042,8411000
2020-03-17,70.89423370361328,72.49438354289174,70.84289416204503,71.49322331175526,13629700
2020-03-18,69.18286895751953,70.74023200966668,68.72079334489194,69.68773188792727,10076800
2020-03-19,69.14008331298828,69.80752364154952,68.09613550537088,68.2330431614828,11007200
2020-03-20,70.3123779296875,70.63754584414338,69.04595440226946,69.05450664222965,8864500
2020-03-23,71.86972045898438,71.86972045898438,69.48233397274473,69.49089273870686,10973300
2020-03-24,71.94673919677734,72.08364681556384,70.80010606336435,70.97980098526118,9371200
2020-03-25,72.91366577148438,73.29017312151413,71.99807369353282,71.99807369353282,9655500
2020-03-26,73.24736022949219,73.32437603710125,72.76817397209577,72.77673273481302,10803800
2020-03-27,73.6410140991211,73.70947117715718,72.91367559816,73.05058975423216,4975200
2020-03-30,73.718017578125,74.07740738488884,73.60677321287058,73.60677321287058,6030800
2020-03-31,73.03349304199219,73.94908550437019,73.03349304199219,73.80361906839147,8523900
2020-04-01,73.41079711914062,73.97681809812055,73.3679209056661,73.85675423160784,5995000
2020-04-02,73.75386047363281,73.90822928052987,73.65952361702952,73.85677519256147,6356100
2020-04-03,73.71959686279297,73.86538788903235,73.60811076207972,73.79678458097563,4151200
2020-04-06,73.95111083984375,74.0111427891558,73.75385926753745,74.0111427891558,4373100
2020-04-07,74.01971435546875,74.08832416719493,73.80531360106826,73.95111108673434,6009600
2020-04-08,74.2083969116211,74.2083969116211,73.92538631176046,74.01115185813705,4572300
2020-04-09,75.02312469482422,75.02312469482422,74.3970715309782,74.3970715309782,5070700
2020-04-13,74.78298950195312,74.94593618863091,74.56001740154332,74.94593618863091,7018100
2020-04-14,74.78298950195312,74.94593618863091,74.70580836173264,74.94593618863091,5818300
2020-04-15,75.15177154541016,75.16892727473842,74.7830018807761,74.81730679643898,3922500
2020-04-16,75.19466400146484,75.29757876169616,75.04029513261511,75.15178121561985,3459600
2020-04-17,75.09172821044922,75.34901176747339,74.97166429530265,75.2203699889613,3528300
2020-04-20,74.9716567993164,75.07457152043476,74.90304698523751,75.0659936579269,3705200
2020-04-21,75.06597900390625,75.22034778395263,74.98879788537842,75.2117699231193,4513000
2020-04-22,75.00596618652344,75.05742027866,74.89448013923007,74.99738832350322,3240100
2020-04-23,75.12603759765625,75.18606955880682,75.04027858786873,75.1003105490193,2587200
2020-04-24,75.10028839111328,75.14317115485125,75.01452940662844,75.09171052976745,2272600
2020-04-27,74.83444213867188,75.08314780222791,74.81728641401733,75.06599207757337,3117300
2020-04-28,75.05740356445312,75.0831371477833,74.95449540309616,75.04025438522395,3118800
2020-04-29,75.10888671875,75.22037277465982,75.02312771089684,75.16034081486332,4867500
2020-04-30,75.04883575439453,75.22893158817851,75.04025789288352,75.20320454663668,5390100
2020-05-01,75.01792907714844,75.14682061317507,74.89762593950405,75.08666904435287,4857100
2020-05-04,75.09525299072266,75.1210312941492,74.99213322098815,75.05228478099286,7276600
2020-05-05,75.02649688720703,75.07806004349733,75.00071858707564,75.02649688720703,3625600
2020-05-06,74.6913833618164,75.00073614788059,74.63982674948205,74.966362887648,5006600
2020-05-07,74.9320068359375,74.96638010406407,74.73436873924786,74.91482347988948,3425600
2020-05-08,74.7171630859375,74.90621274278989,74.67420142685324,74.87183948190498,3078900
2020-05-11,74.4851303100586,74.73433146265481,74.44216210732476,74.6999582116732,4344300
2020-05-12,74.72573852539062,74.82026332913148,74.57106216981718,74.64840362561763,3942700
