Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2020-01-02,299.4064636230469,299.4249140098017,297.24987779194856,298.18072230420165,59151200
2020-01-03,297.1393127441406,298.27291472607016,295.9319935858152,295.98728849951004,77709700
2020-01-06,298.27288818359375,298.3558305467553,295.24994983411784,295.3697648449921,55653900
2020-01-07,297.4342041015625,298.18071347770706,296.98259152328075,297.7014534457011,40496400
2020-01-08,299.0194396972656,300.2451811818737,297.3789582128404,297.6277853373747,68296000
2020-01-09,301.04693603515625,301.1206813288284,300.00550173534947,300.5953515823719,48473300
2020-01-10,300.18060302734375,301.7934367416276,299.710596327438,301.63677721685497,53029300
2020-01-13,302.2449951171875,302.25419218279177,300.3741094690749,300.80727157112966,47086800
2020-01-14,301.78424072265625,302.86251951647944,301.22203834356156,301.8026629828147,62832800
2020-01-15,302.4661865234375,303.2311180311353,301.60908747701393,301.69202982419193,72056600
2020-01-16,304.9822998046875,304.9822998046875,303.62751818129186,303.85792302795375,54050300
2020-01-17,305.93157958984375,306.14353405736045,304.91779259652645,305.7011747334349,95846000
2020-01-21,305.3324890136719,306.14351856728973,304.8901297121286,304.9638468871887,77742400
2020-01-22,305.3692626953125,306.85308403991667,305.21260320198564,306.19871424247634,48914900
2020-01-23,305.71954345703125,306.1342833761721,303.5906052066956,304.71498183408573,51963000
2020-01-24,303.00079345703125,306.4660913262452,301.70130675607606,306.3831489571108,87578400
2020-01-27,298.1438903808594,299.63690938128065,297.3697334223296,297.710728116797,84062500
2020-01-28,301.2681884765625,302.15293525273864,298.23605268169274,299.58160917210955,63834000
2020-01-29,301.0192565917969,302.8717201716019,300.81649924412875,302.641315373142,53888900
2020-01-30,301.9961853027344,302.20816785278754,298.1806962808872,298.93640268096397,75491800
2020-01-31,296.5126037597656,301.5262152765022,295.59098440927124,301.3695276116583,113845600
2020-02-03,298.7152404785156,300.59535170971026,297.88578874067906,298.00560374875556,69083000
2020-02-04,303.2680358886719,304.1435854487345,302.03306943724914,302.3556418080927,62573200
2020-02-05,306.7701416015625,306.98212413461243,304.7518215068036,306.22638966956634,65951100
2020-02-06,307.8023681640625,307.9959003068287,306.71483621168045,307.7378480746125,50359700
2020-02-07,306.16192626953125,307.81160447752046,305.60894909410797,306.7333257047532,64139400
2020-02-10,308.4474792480469,308.5119993363603,305.23103753073127,305.26791017056513,42070000
2020-02-11,308.98211669921875,310.60414765301005,308.44756171824463,309.8115685009607,54864500
2020-02-12,310.9728088378906,311.18476328486764,310.0603865695281,310.42902867893986,43992700
2020-02-13,310.6409606933594,311.61787478081925,309.25853191386875,309.53500641953264,54501900
2020-02-14,311.138671875,311.25848688046284,309.84841051922353,311.0557295155845,64582200
2020-02-18,310.3368835449219,311.20320795519984,308.9360041790649,310.1341261696315,57226200
2020-02-19,311.8206787109375,312.5026680105172,311.02809959257075,311.3137993329671,48814700
2020-02-20,310.53955078125,312.09708922897397,307.5258384812298,311.2676095818167,74163400
2020-02-21,307.3416442871094,309.48900509044205,306.51216433567726,309.1756578729287,113788200
