Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-07-01,60.81672286987305,60.91444854089712,60.764100472335286,60.79417123312989,5399300
2015-07-02,60.967124938964844,61.02726651382336,60.937054151535584,60.937054151535584,1060100
2015-07-06,61.1776008605957,61.22270989923183,61.057323473534275,61.22270989923183,2210700
2015-07-07,61.23771667480469,61.470757957353186,61.23771667480469,61.41062215681369,4183200
2015-07-08,61.410675048828125,61.46329750425589,61.31294353487835,61.37308512262937,1967800
2015-07-09,61.20762252807617,61.32790555403719,61.177551771585925,61.31286730808688,1670900
2015-07-10,60.9219970703125,61.0122093962393,60.85433639201391,60.90695881495106,2038300
2015-07-13,60.77914047241211,60.89942353040819,60.77162134743438,60.786659597389836,2846500
2015-07-14,60.89190673828125,60.944529144317606,60.86183597263018,60.89190673828125,1567700
2015-07-15,61.064823150634766,61.087374795061635,60.87688513319339,60.89943677762025,2631000
2015-07-16,61.064823150634766,61.102407312875165,60.92950754866045,60.944540066473984,1063100
2015-07-17,61.07231521606445,61.132456737144096,61.04224445552463,61.079834340052194,807900
2015-07-20,60.98963928222656,61.05729994640167,60.95205512249616,61.03474830348088,1026900
2015-07-21,61.1024055480957,61.139995444663555,60.96708995002962,60.98212820282194,1422900
2015-07-22,61.12498474121094,61.21519709238515,61.11747134684141,61.132503870996004,1624100
2015-07-23,61.26778793334961,61.29785870156641,61.10992070177086,61.155023986389764,1178400
2015-07-24,61.305397033691406,61.35050033244061,61.26780712779081,61.33546207591461,804300
2015-07-27,61.425621032714844,61.43314015444406,61.350447021650886,61.41058852466581,2022800
2015-07-28,61.320377349853516,61.3805188539274,61.3128582279919,61.35044810189046,1434700
2015-07-29,61.26778793334961,61.32792946978321,61.222684648730706,61.320410343875864,1020500
2015-07-30,61.29033279418945,61.327922684154466,61.22267787474678,61.252748639636394,788000
2015-07-31,61.50082015991211,61.51585840951197,61.433165242947986,61.47826852092407,1589100
2015-08-03,61.64323043823242,61.65829407808273,61.50009999686186,61.54529666370004,2085800
2015-08-04,61.432289123535156,61.60554679983947,61.41721974029128,61.59048316388135,1007300
2015-08-05,61.33433151245117,61.371999208620664,61.25146717870512,61.35692983123946,2097000
2015-08-06,61.372032165527344,61.43229821284811,61.33436444913022,61.34943383460371,1173000
2015-08-07,61.50006103515625,61.552792362156694,61.432266077848645,61.46992802725834,1773800
2015-08-10,61.372032165527344,61.477494874695374,61.33436444913022,61.45489654377174,1173300
2015-08-11,61.60555648803711,61.68842086705257,61.55282513296242,61.57542346409633,1424200
2015-08-12,61.58294677734375,61.79387215866682,61.567883141800216,61.711007794963386,1029700
2015-08-13,61.45491409301758,61.58297516967874,61.432315755640694,61.52270910514822,845500
2015-08-14,61.432289123535156,61.52268243385541,61.40215610433316,61.432289123535156,2279800
2015-08-17,61.54527282714844,61.605538857783074,61.515145559116135,61.575405842465756,821900
2015-08-18,61.432289123535156,61.51515348951923,61.409685048669346,61.46995108707335,1083900
2015-08-19,61.650733947753906,61.673338019133915,61.334345915852154,61.37201362086731,1356600
2015-08-20,61.703460693359375,61.748657333975565,61.65072361626195,61.67332768385395,1536900
2015-08-21,61.80141067504883,61.83907263988141,61.673349649503336,61.74867932645445,3459200
2015-08-24,61.78635025024414,62.09520944199972,61.718555255343716,61.9972814224924,4751800
2015-08-25,61.58294677734375,61.711007794963386,61.469949395267655,61.711007794963386,5325500
2015-08-26,61.31926727294922,61.57538921304907,61.28159957715408,61.42472992443545,2742500
2015-08-27,61.402164459228516,61.4850288364878,61.28163236601989,61.29670175131424,2671000
2015-08-28,61.432289123535156,61.575413780637476,61.40215610433316,61.53775181709929,2723900
2015-08-31,61.34942626953125,61.545282278242574,61.341891577723615,61.5302186419132,3103700
2015-09-01,61.498905181884766,61.551745546807474,61.400768961908426,61.438514547925145,2577700
2015-09-02,61.45358657836914,61.5215216906835,61.393195972424046,61.43848604730029,1934700
2015-09-03,61.498905181884766,61.574390594750376,61.44606481696206,61.53664500873365,2503000
2015-09-04,61.649879455566406,61.672524504775794,61.50645889085089,61.604589357147624,1213800
2015-09-08,61.498905181884766,61.53664500873365,61.45361508599897,61.53664500873365,1194600
2015-09-09,61.483802795410156,61.57438874362629,61.295086389335644,61.310186926955495,4265400
2015-09-10,61.355464935302734,61.46869590847604,61.355464935302734,61.46869590847604,1889000
2015-09-11,61.483802795410156,61.54419342755424,61.46115774814805,61.5139981114822,1411500
2015-09-14,61.498905181884766,61.566840325713464,61.47626013394187,61.55929581584439,905900
2015-09-15,61.24220657348633,61.44602338588096,61.18936624419216,61.43847312193495,1697300
2015-09-16,61.204498291015625,61.24978837968715,61.14410766667564,61.19694802318139,1579000
2015-09-17,61.55172348022461,61.55172348022461,61.15919025937992,61.17429079204013,1833200
2015-09-18,61.72532272338867,61.73287298769214,61.58944676174736,61.61964205979701,1639800
2015-09-21,61.498905181884766,61.64987600761599,61.45361508599897,61.6121361807671,933800
2015-09-22,61.61207962036133,61.73285501823991,61.58188433110105,61.596979096149916,1444000
2015-09-23,61.61207962036133,61.67246443971934,61.55923930394648,61.64227490962161,709000
2015-09-24,61.634761810302734,61.79328285512784,61.61966127698642,61.77818232181153,1454400
2015-09-25,61.521514892578125,61.619645297021655,61.521514892578125,61.59700026208581,1134000
2015-09-28,61.68003463745117,61.72532470639854,61.551708935990696,61.619644039411746,1305000
2015-09-29,61.72532272338867,61.808358353234155,61.67248239159284,61.68758292019978,1256600
2015-09-30,61.84610366821289,61.85365393248616,61.71022770711506,61.74042300504394,4432000
2015-10-01,61.879390716552734,61.992848769418366,61.8718310782203,61.93990244750991,2023700
2015-10-02,62.11385726928711,62.280255833262665,62.02308969471553,62.1516727639891,1770400
2015-10-05,61.871864318847656,62.03826301230307,61.871864318847656,62.03826301230307,4199900
2015-10-06,61.95503234863281,62.01553830797817,61.87183016247721,61.94746693969606,1925300
2015-10-07,61.95503234863281,62.00041326082088,61.87183016247721,61.92477648360203,1871000
2015-10-08,61.856719970703125,62.000433934841645,61.82646409558353,61.96261264826263,1118100
2015-10-09,61.8491096496582,61.90205594999284,61.781038308105366,61.781038308105366,1197400
2015-10-12,61.95503234863281,62.00041326082088,61.87183016247721,61.90208025679179,864100
2015-10-13,61.992828369140625,62.02308422466277,61.917191615692445,61.97770332673674,971700
2015-10-14,62.21974563598633,62.21974563598633,62.053341312666646,62.08359716878972,786300
2015-10-15,62.09873580932617,62.18950339757089,62.06847994657793,62.13655708044041,2264300
2015-10-16,62.076011657714844,62.13652335036327,62.053321215649845,62.06844625345564,1241200
2015-10-19,62.076011657714844,62.11383290829827,62.00794033151985,62.08357706197406,840100
2015-10-20,61.977718353271484,62.00797421612918,61.947462490413784,61.97771835327148,1348200
2015-10-21,62.091190338134766,62.15926749385649,62.0458094147987,62.091190338134766,943500
2015-10-22,62.197078704833984,62.242459620821,62.09118028300313,62.09118028300313,1101300
2015-10-23,62.03825759887695,62.08364430287654,62.02313254468968,62.08364430287654,1367100
2015-10-26,62.10630416870117,62.174375535082326,62.10630416870117,62.12899462416156,1512200
2015-10-27,62.12141036987305,62.23486838347164,62.121410369873054,62.21974334132516,929400
2015-10-28,61.947479248046875,62.15926457462579,61.93991383760696,62.15926457462579,2617300
2015-10-29,61.728111267089844,61.87182517171461,61.697855404499585,61.87182517171461,943200
2015-10-30,61.86426544189453,61.86426544189453,61.71298611505737,61.728116933099216,1474100
2015-11-02,61.74226379394531,61.80290084541219,61.70436997377914,61.727107422412345,2939200
2015-11-03,61.636131286621094,61.7270868334834,61.590656404522726,61.69676831786263,3997100
2015-11-04,61.67402267456055,61.727078624174396,61.567910775332855,61.68917903902244,3594400
2015-11-05,61.56032943725586,61.67402240955839,61.47695497641166,61.65886026249683,1715400
2015-11-06,61.31777572631836,61.4087254611166,61.264719786798146,61.378412737959664,1198700
2015-11-09,61.264732360839844,61.34052574961554,61.20409533675333,61.21925170144251,2358300
2015-11-10,61.33293914794922,61.42389467588109,61.27230212932797,61.34052022094296,1421000
2015-11-11,61.340518951416016,61.37083746009915,61.29504407972343,61.340518951416016,1303500
2015-11-12,61.348079681396484,61.43902939462297,61.348079681396484,61.423873036639336,1263900
2015-11-13,61.46179962158203,61.484542844687745,61.40116837462971,61.40116837462971,1583300
2015-11-16,61.46179962158203,61.545174091640064,61.43148688943858,61.484542844687745,949100
2015-11-17,61.53004455566406,61.575519456373925,61.36329554283731,61.416351521221465,1155900
2015-11-18,61.49971389770508,61.53761349593345,61.44665792978545,61.49213282152605,944100
2015-11-19,61.58307647705078,61.62097606794909,61.56792011029087,61.605813918523495,1085500
2015-11-20,61.56792449951172,61.63613682879275,61.54518127375194,61.63613682879275,1273800
2015-11-23,61.59065246582031,61.62854627092379,61.50727799886136,61.55275287805162,1647300
2015-11-24,61.6134033203125,61.658878209403866,61.58308480002943,61.6134033203125,1361900
2015-11-25,61.62099838256836,61.66647328198146,61.59825515019403,61.64373583227491,904600
2015-11-27,61.65127944946289,61.68917903461213,61.628542011439265,61.67402267015132,516000
2015-11-30,61.62099838256836,61.6816296542299,61.5906798554037,61.64373583227491,6285200
2015-12-01,61.85416793823242,61.86175882582767,61.62631382981978,61.64909808174691,1780200
2015-12-02,61.77817916870117,61.831350120427565,61.7326106895843,61.82375344238557,1413700
2015-12-03,61.299686431884766,61.63387069645448,61.276902194676275,61.63387069645448,2510600
2015-12-04,61.5427131652832,61.55030984071632,61.36043351684734,61.421195331181146,3815200
2015-12-07,61.649078369140625,61.74022114227645,61.55034471083676,61.56553227574165,1543300
2015-12-08,61.664249420166016,61.725005452374525,61.603487593390774,61.70981789296408,1687300
2015-12-09,61.6414794921875,61.71742889600281,61.49717156874076,61.60350189299581,2076900
2015-12-10,61.633872985839844,61.68703813949011,61.61867963075853,61.68703813949011,2004100
2015-12-11,61.80096435546875,61.83893615356531,61.72500917014146,61.80096435546875,1994400
2015-12-14,61.512351989746094,61.71742173026256,61.50476110644356,61.67184745761034,2974600
2015-12-15,61.443992614746094,61.48956108789325,61.38323078750536,61.42879926065252,1806300
2015-12-16,61.375675201416016,61.51998318908512,61.28453819410555,61.4212494996419,2332700
2015-12-17,61.504756927490234,61.53513204777133,61.43639842044025,61.45918265793457,2290500
2015-12-18,61.6414794921875,61.64907037637138,61.53514337336438,61.5883085354919,3211500
2015-12-21,61.573143005371094,61.694666730615076,61.55035875553038,61.66428579930408,3158300
2015-12-22,61.489593505859375,61.5503553651344,61.47440593832553,61.542758684082564,2348600
2015-12-23,61.4971923828125,61.4971923828125,61.38294079823536,61.405795764012375,2538600
2015-12-24,61.542884826660156,61.56573397702498,61.46671324400956,61.504799035334855,1361700
2015-12-28,61.542884826660156,61.6038139572744,61.474331564489795,61.474331564489795,1580600
2015-12-29,61.35251998901367,61.48962081959005,61.32205249209883,61.48962081959005,2586600
2015-12-30,61.390541076660156,61.42862686401761,61.29152616503617,61.33722446100489,2367200
2015-12-31,61.512428283691406,61.550508270705855,61.4210258549183,61.48957912926736,2419700
2016-01-04,61.481971740722656,61.64192166121168,61.46673509434583,61.53528838088567,2750500
2016-01-05,61.558143615722656,61.619078585088914,61.46674116167327,61.512445294237224,1513600
2016-01-06,61.832340240478516,61.83234024047851,61.68000864027797,61.718088634789076,2391100
2016-01-07,61.839908599853516,61.84752110595833,61.67234048837383,61.78659200175301,2792900
2016-01-08,61.9161262512207,61.938975410839454,61.77140715886426,61.80187464204868,1405100
2016-01-11,61.657161712646484,61.81711746812266,61.657161712646484,61.7790316575657,2146900
2016-01-12,61.817100524902344,61.946582947580545,61.69523061338599,61.756165569144166,1645300
2016-01-13,61.969425201416016,62.03797266070162,61.81709364006363,61.84755530347285,2887800
2016-01-14,61.893245697021484,62.05319554429845,61.86277822929131,61.954174821406546,4545800
2016-01-15,61.99986267089844,62.091259239047616,61.969395211157455,62.076028414714,1773900
2016-01-19,61.92374801635742,61.99991382301247,61.870431370591035,61.99991382301247,3856700
2016-01-20,61.99229049682617,62.159858744593215,61.92374301969134,62.09892377975464,7796900
2016-01-21,61.95418167114258,62.12174985664746,61.94656916167485,62.09890070609242,3062600
2016-01-22,61.93132400512695,61.94656064411925,61.847539923894686,61.9389423246231,3004100
2016-01-25,61.93132400512695,62.022726405855366,61.923711496705934,61.99987725844204,2164700
2016-01-26,62.022769927978516,62.05323741626739,61.93898578795392,62.00753908937369,2659100
2016-01-27,62.022769927978516,62.07608657971424,61.88566913621819,61.96183495140077,1734400
2016-01-28,62.068416595458984,62.09888405838985,61.97702001774075,62.007487480671614,1487600
2016-01-29,62.251220703125,62.30453730991166,62.190285777919016,62.27406984730867,3634300
2016-02-01,62.12453079223633,62.30771981778776,62.078734991717006,62.223756967852914,2255300
2016-02-02,62.338287353515625,62.37645442439744,62.269593614101254,62.338287353515625,2554600
